q_id,question,mean,median,sd
61,住むなら田舎と都会のどちらですか？,2.2,2.0,1.186126701378962
62,あなたは幽霊を信じますか？,3.0,3.0,1.5085960589122316
63,夏に遊びにいくなら山と海のどちらがいいですか？,2.033333333333333,2.0,0.9643054793328016
64,学校の課題は今どのくらい進んでいますか？,2.8333333333333335,3.0,0.9128709291752768
65,夜ご飯に食べると言っていた焼肉は美味しかったですか？,1.9,2.0,0.959525744924238
66,今日は何か面白いことがありましたか？,2.933333333333333,3.0,1.112106833535071
67,今日の学校はどうでしたか？,2.8,2.5,1.0635010497214474
68,大学で何のゼミを取っているのですか？,2.6666666666666665,3.0,1.2685406585123122
70,アルバイトは何処でやっているのですか？,2.8333333333333335,3.0,1.0854312136382616
71,カフェに行って何の勉強をするんですか？,2.966666666666667,3.0,1.0980651740387641
72,学校は何時に終わる予定なんですか？,2.066666666666667,2.0,1.112106833535071
73,好きな料理のYouTube動画は何ですか？,2.466666666666667,2.0,0.8603661343041525
74,たらこパスタは美味しかったですか？,1.6206896551724137,1.0,0.8624629641509366
75,今日の昼食が決まっていないなら、おにぎりはどうですか？,2.4,2.0,1.1919268665368752
76,テスト勉強は進んでいますか？,2.9,3.0,1.373392477244478
77,ダンスは何年くらい続けているんですか？,2.0,2.0,0.9813067629253163
78,普段、何のゲームをしているんですか？,1.9666666666666666,2.0,0.8502873077655143
79,今日の夜はどんな夢をみましたか？,2.892857142857143,3.0,0.9940297973880049
80,発表の準備は進んでいますか？,2.8333333333333335,3.0,1.1472105098991157
81,研究の進捗はどうですか？,3.2,3.0,0.9613209303008454
82,どんな音楽が好きなんですか？,1.9,2.0,0.7588557629520365
83,高校の友だちと会うのは久しぶりですか？,2.7333333333333334,3.0,0.9444331755018487
84,大学生活は楽しいですか？,2.6,2.5,1.2205143065174586
85,あなたの名前は何ですか？,1.3,1.0,0.7022132498578064
86,あなたの年齢を教えてください,2.4482758620689653,2.0,1.7234974179712874
87,あなたの性別を教えてください,2.3333333333333335,2.0,1.8631329442141509
88,あなたの出身はどこですか？,1.3103448275862069,1.0,0.6037648712076858
89,アイスモンブランとは何ですか？,1.8928571428571428,1.0,1.5948826896203978
90,今日の天気はどうですか？,1.2,1.0,0.4842341981115023
91,あなたの友だちの田中さんは大学生ですか？,2.8620689655172415,2.0,1.6196149880016564
92,あなたの友だちの佐藤さんはどんな人ですか？,3.8333333333333335,3.5,1.1167481527997298
93,あなたの両親はどんな人ですか？,3.793103448275862,4.0,1.473075265869418
94,あなたの彼女は優しいですか？,4.3,5.0,1.4419813954512681
95,あなたの同僚で一番仕事ができる人は誰ですか？,3.7666666666666666,4.0,1.2780193008453877
96,ここ2週間で緊張や不安、神経過敏を感じることはよくありましたか？,5.586206896551724,6.0,1.0527936095153945
97,ここ2週間でいろいろなことを心配しすぎてしまうと感じることはよくありましたか？,5.333333333333333,5.0,0.8022955570857541
99,ここ2週間で怒りっぽくなってしまうことはよくありましたか？,4.7,5.0,1.3429252681597994
102,ここ2週間であまり食欲がないと感じることはよくありましたか？,4.666666666666667,5.0,1.1547005383792515
103,ここ2週間で自分はダメな人間だと感じることはよくありましたか？,5.586206896551724,6.0,1.1500696059466
104,ここ2週間で死んだ方がましだと思ったことはよくありましたか？,6.310344827586207,6.0,0.7608007189732064
105,普段の睡眠について問題を感じていますか？,4.6,5.0,1.3287276776598396
106,あなたの一番心休まる料理は何ですか？,2.7333333333333334,2.5,1.1724814044061256
107,あなたが最近はまっている食べ物は何ですか？,1.7666666666666666,2.0,0.6789105539243627
108,あなたが一日に最も多く摂取する飲み物は何ですか？,2.466666666666667,2.0,1.0416609195243756
109,あなたが最初に飲んだアルコールは何ですか？,1.9666666666666666,2.0,0.7648904962570575
110,あなたの一番年下の兄弟の名前は何ですか？,3.413793103448276,3.0,1.9368096259296104
111,あなたの兄弟は、どんな性格ですか？,3.1666666666666665,3.0,0.9498941259817921
113,あなたの最高の旅行体験を教えていただけますか？,3.0,3.0,1.0504514628777804
114,あなたが学生時代に最も苦手だった科目は何ですか？,3.033333333333333,3.0,1.4015590662158885
115,あなたが最も得意だと感じる科目は何ですか？,2.2,2.0,0.8866830868758714
116,最近、心から満足できた体験は何ですか？,3.8666666666666667,4.0,1.0416609195243756
117,最近、あなたが心から笑ったエピソードは何ですか？,3.1,3.0,0.9948141396330238
118,あなたの最近の誕生日プレゼントは何でしたか？,3.1666666666666665,3.0,1.2058287558794354
119,あなたの次の誕生日に何を予定していますか？,3.3,3.0,1.4656997857914034
120,最後に泣いた映画やドラマは何ですか？,2.857142857142857,3.0,1.1126972805283735
121,あなたの好きな映画やテレビ番組の中で、一番感銘を受けたのは何ですか？,2.8275862068965516,3.0,1.255529641148689
122,あなたの冬のプライベートでの過ごし方は何ですか？,2.966666666666667,3.0,0.8502873077655143
123,最近ハマっている趣味を教えてもらえますか？,2.3,2.0,0.7022132498578064
124,あなたが今最も熱中しているスポーツは何ですか？,2.1,2.0,0.661763578993857
125,あなたの身体的に一番辛いと感じたスポーツは何ですか？,3.533333333333333,3.5,1.279367659898984
126,最近は何の音楽を良く聴いていますか？,1.9333333333333333,2.0,0.6914918072835209
127,あなたの好きなアーティストは誰ですか？,1.8333333333333333,2.0,0.8742813140471173
128,最近，プライベートで特にはまっている趣味は何ですか？,2.6,2.5,1.0034423509719619
129,最近，何か特別な趣味を見つけましたか？,3.103448275862069,3.0,1.1130661508453283
130,あなたが休日に最もリラックスできる過ごし方は何ですか？,2.6,3.0,0.9321831993987981
131,あなたの最高の休日エピソードは何ですか？,2.966666666666667,3.0,1.0333518722845685
132,あなたのお気に入りの服のブランドは何ですか？,2.2666666666666666,2.0,0.8683449709106092
134,あなたが仕事や勉強をしていて、最もやりがいを感じる瞬間は何ですか？,3.3333333333333335,3.0,0.922266074754828
135,あなたがプライベートの時間でリラックスするために何をしますか？,3.0689655172413794,3.0,1.131719124756625
136,あなたの仕事仲間や同級生に対する印象はどうですか？,4.4,5.0,1.2205143065174586
137,あなたのまわりの人々は、あなたにとってどのような存在ですか？,4.827586206896552,5.0,1.1360635519585471
138,なぜあなたがその仕事や学部学科を選んだのですか？,3.566666666666667,3.5,0.9352607356658147
139,あなたが選んだ仕事や学部学科で最も魅力的だと感じる点は何ですか？,3.7333333333333334,4.0,0.8683449709106094
140,あなたが恋人に求める外見は何ですか？,4.266666666666667,4.0,1.3113124074319809
141,あなたが理想とするパートナーの外見はどのようなものですか？,4.666666666666667,5.0,1.2410599844719317
142,あなたが最近褒められた体験は何ですか？,3.3666666666666667,3.0,0.8502873077655143
144,あなたの夢は何ですか？,3.2333333333333334,3.0,1.4307782626184986
145,あなたの大切にしているライフワークは何ですか？,3.566666666666667,4.0,1.0063019815944514
146,過去に受けた最も困難な試練とその克服方法を教えていただけますか？,5.033333333333333,5.0,0.99942512211403
147,最近プライベートで直面したハードルは何ですか？,5.0,5.0,0.8451542547285166
148,あなたが自分自身を振り返ると、どんないいクセがありますか？,4.464285714285714,5.0,1.1049431980420854
149,あなたが自分で直そうとしてもなかなか直せないクセは何ですか？,4.833333333333333,5.0,1.0531834608931394
150,あなたが最も改善したいと思っている自身の性格上の欠点は何ですか？,5.466666666666667,6.0,1.0742546199601597
151,自分の性格の中で、改善したいと思っている部分は何ですか？,5.166666666666667,5.0,1.1472105098991154
152,恋愛で挫折した経験はありますか？,5.233333333333333,5.0,1.0726484571581123
153,自分が失敗したと感じた最も印象に残る瞬間は何ですか？,5.2,5.0,1.1264836959500921
154,あなたがデートで絶対に許せない行動は何ですか？,4.5,5.0,1.3582443028435263
155,あなたの苦手な食べ物は何ですか？,1.8,2.0,0.6643638388299198
156,あなたが挑戦し続けたいと思っていることは何ですか？,3.533333333333333,3.0,1.2521246311585854
158,最近、運動や食事制限で体重は変わりましたか？,4.931034482758621,5.0,1.0997088732529758
159,あなたの健康面で気になることは何ですか？,4.633333333333334,5.0,1.3256965204630418
160,あなたが一番健康に気を使っている部分は何ですか？,3.2413793103448274,3.0,1.1848801149059374
161,あなたは普段から運動や食事制限などで健康管理をしていますか？,3.533333333333333,3.5,1.1058881072455415
163,あなたが自分に厳しく感じる瞬間は何ですか？,4.310344827586207,5.0,1.0724953638215502
164,あなたは自分のパートナーにどんな想いを抱いていますか？,4.9,5.0,1.295882072114429
165,あなたの今の恋愛関係には満足していますか？,5.3,5.0,0.9153857298880941
169,人間関係において苦手意識を感じている部分はありますか？,5.066666666666666,5.0,1.048260737942924
170,あなたが恋人に求める一番重要な性格は何ですか？,4.333333333333333,4.0,1.124441112772009
171,あなたが自身の性格を変えたいと強く感じる瞬間は何ですか？,5.033333333333333,5.0,0.9643054793328018
172,あなたの身体的特徴で、自己変革をしようと考えた経験は何ですか？,4.931034482758621,5.0,1.2798167972341816
173,あなたが一番コンプレックスに感じている体の部位は何ですか？,6.266666666666667,6.0,0.7396799556440673
174,自分の能力の中で最もコンプレックスに感じているのは何ですか？,5.4,6.0,1.2484473115254693
175,自分の内面や人間性に対して最も深いコンプレックスは何ですか？,5.833333333333333,6.0,1.1768846465411842
176,最近、ストレスを感じていることは何ですか？,5.133333333333334,5.0,0.9732042112432566
177,あなたが最近悩んでいるプライベートな問題は何ですか？,6.033333333333333,6.0,0.8087168778415268
178,今までで一番後悔した出来事は何ですか？,5.333333333333333,5.0,1.0283342182227606
180,あなたが涙を流した心に深く刻まれた経験は何ですか？,4.7,5.0,1.3429252681597994
181,あなたが最も後悔した人生のエピソードは何ですか？,5.4,6.0,1.302517456365914
182,あなたの趣味にどれくらいお金を使いますか？,4.833333333333333,5.0,1.487495774165735
183,あなたの趣味で稼いだことはありますか？,4.413793103448276,5.0,1.4019690586383535
184,恋人や友人との間に深い溝を作った経験はありますか？,5.733333333333333,6.0,1.112106833535071
186,あなたが最後に預貯金をしたのはいつですか？,5.9,6.0,1.2958820721144293
187,預貯金の目標額はいくらですか？,6.206896551724138,7.0,1.0481040823733514
189,最近、パートナーとのセックスライフに何か変化はありましたか？,7.0,7.0,0.0
190,最近、深夜になるまで起きていることはありますか？,3.0689655172413794,3.0,1.3609616999638428
192,朝ご飯に特別な理由で選んだメニューはありますか？,2.8333333333333335,3.0,1.3412123525798008
193,朝食に特別な食事制限や習慣がありますか？,3.066666666666667,3.0,1.2015315896469556
194,現在、一番よく行く場所はどこですか？,2.6666666666666665,2.5,1.1244411127720089
195,最後に旅行に行った場所はどこですか？,2.533333333333333,3.0,0.9371024061116424
196,最近の趣味は何ですか？,2.1,2.0,0.7119666788018509
198,最近一番印象に残ったプライベートの出来事は何ですか？,3.3448275862068964,3.0,1.1108510916334609
199,明日の夜は誰かと食事をする予定ですか？,3.7,4.0,1.417866293973521
203,自分が亡くなるまでに経験してみたいことは何ですか？,3.5357142857142856,3.5,1.2614554456142482
204,「永遠の命」か「短命」か、どちらを選びますか？,3.6206896551724137,4.0,1.3205462371806673
205,「永遠の命」を手に入れることができるとしたら、その力をどのように使いますか？,3.7333333333333334,4.0,1.36289077492212
206,恋人を選ぶときに見逃せないのは、「嘘をつく点」か「感謝の言葉を言わない点」ですか？,4.166666666666667,4.0,1.1472105098991154
207,「頼りないところ」と「コミュニケーション不足」のどちらを許容できますか？,3.9,4.0,1.241522980192001
208,恋人に対する理想の容姿と性格を教えてもらってもいいですか？,4.733333333333333,5.0,1.529780992514115
209,あなたがパートナーを選ぶ際、一番重視するポイントは何ですか？,4.3,4.5,1.368361718663398
210,あなたが選ぶなら、「未来の予知能力」それとも「人の感情を制御できる能力」どちらですか？,3.0689655172413794,3.0,1.0667385033281391
211,誰かの心をコントロールする能力と未来を予知する能力のどちらが欲しいですか？,3.2413793103448274,3.0,1.1229798501497543
213,毎日幸せな夢を見られるとしたら、それは現実逃避だと思いますか？,4.0,4.0,1.203443335628631
214,あなたの仕事で最も大切だと思うのは何ですか？,3.8333333333333335,4.0,0.949894125981792
216,人生をやり直すとしたら、「孤独な天才」と「平凡だけど多くの友達がいる人」どちらですか？,3.3333333333333335,3.0,1.2685406585123125
217,あなたがもし選べるとしたら、「孤独だけど才能ある人」和「友達が多く才能がない人」どちらになりたいですか？,3.433333333333333,3.0,1.4546793303071948
218,「一年中暑い地域」に住みたいですか、「一年中寒い地域」に住みたいですか？,2.4642857142857144,2.0,1.1049431980420854
219,あなたの生まれ育った地域はどちらの気候に近いですか？,2.033333333333333,2.0,1.0333518722845685
220,あなたが一番怖がるのは「人間」、「霊」、「未知」のどれですか？,3.6666666666666665,4.0,1.4700066463216706
221,「霊感が強い」と「怖いもの知らず」、どちらに自信がありますか？,3.3214285714285716,3.5,1.4670093394782469
222,あなたのペットにまつわるかけがえのない思い出は何ですか？,3.2666666666666666,3.0,1.2298957997167563
223,あなたが飼っているペットがいるなら、何ですか？,1.75,2.0,0.7515416254704823
224,最近、どんなところに住みたいと思っていますか？,2.8333333333333335,3.0,0.949894125981792
225,どちらが好きですか、山奥の田舎生活か都会のマンション生活？,2.7,2.5,1.149212624004981
226,あなたが体験した最も恐ろしい心霊現象は何ですか？,3.966666666666667,4.0,1.4259499757471625
227,あなたが遭遇した怖い体験は何ですか？,3.8,4.0,1.4479474176011817
229,夏に過ごすなら、山小屋とビーチハウスどちらが好きですか？,2.3,2.0,0.9153857298880941
230,学校の課題に四苦八苦していませんか？,4.103448275862069,4.0,1.2054882705540315
231,最近、どんな学校の課題に取り組んでいますか？,2.8,3.0,0.8469010445797932
233,焼肉の店で一番気に入ったメニューは何ですか？,1.7333333333333334,2.0,0.8276819867946671
235,最近、心動かされる出来事はありましたか？,3.433333333333333,3.0,1.1651056880677457
236,今日の学校で一番印象に残った出来事は何ですか？,3.066666666666667,3.0,0.980265035707122
237,最近、学校で得るものは何ですか？,3.5555555555555554,3.0,1.0500305245868342
238,将来どんな仕事につきたいですか？,3.3,3.0,1.1188047809743373
239,大学で受講しているゼミの内容を詳しく教えてもらえますか？,3.8,4.0,1.2148506364839742
240,「あげぽよ」はどのような状況で使いますか？,2.814814814814815,3.0,1.5698367636118937
242,アルバイト先の具体的な業務内容は何ですか？,3.5517241379310347,3.0,1.2701576644695878
244,カフェで一番集中して勉強できる科目は何ですか？,2.4285714285714284,2.0,0.8357108940373449
246,最近、学校の授業後に何をして過ごしていますか？,2.7333333333333334,3.0,0.8683449709106092
247,最近、学校の帰りに一緒に帰る友達はいますか？,3.7,3.5,1.393333883297477
248,あなたが料理をする際に参考にしているYouTubeチャンネルは何ですか？,2.3,2.0,0.9523111632886271
249,最近作った料理のレシピはどのYouTuberのものですか？,2.5714285714285716,2.0,0.9973509887241275
250,たらこパスタを作ったきっかけは何ですか？,2.3666666666666667,2.0,0.8087168778415268
251,たらこパスタを初めて食べたのはいつですか？,1.9666666666666666,2.0,0.718395402284138
252,あなたの一押しのおにぎりの具は何ですか？,1.6551724137931034,1.0,0.7688517444384895
253,今日の昼食に何を食べようか迷っていますか？,2.3,2.0,0.8769067893689609
254,最近、苦手な科目の勉強はどう進めていますか？,3.3,3.0,1.1788363637137231
256,ダンスを始めたきっかけは何ですか？,2.533333333333333,2.5,0.68144538746106
258,最近ハマっているゲームは何ですか？,2.0357142857142856,2.0,0.6929348671835832
260,最後に見た悪夢は何ですか？,4.1,4.0,1.0938700673013826
261,最近、一番印象に残った夢は何ですか？,2.933333333333333,3.0,0.8276819867946673
262,最近のプレゼンはうまくいきましたか？,3.533333333333333,3.0,1.224275530553741
263,発表の内容に自信はありますか？,3.433333333333333,3.5,1.072648457158112
264,最近、研究に関して何か新しい発見はありましたか？,3.3333333333333335,3.0,0.9942362632324556
265,研究を進める中で困ったことは何ですか？,3.8666666666666667,4.0,1.332183412176477
266,最近ハマっているアーティストは誰ですか？,2.2666666666666666,2.0,0.7849152527649012
267,最近、ハマっている音楽は何ですか？,2.0,2.0,0.7427813527082074
268,高校時代の親友とは定期的に会っていますか？,3.5,3.0,1.408104619937615
269,高校の友だちとの最後の会話は何を話しましたか？,4.107142857142857,4.0,1.1655323283657166
270,大学時代の思い出に残る出来事は何ですか？,3.1333333333333333,3.0,1.0080138659874616
272,あなたのお母様の名前は何ですか？,3.206896551724138,3.0,1.6771427732227806
275,あなたの最高の誕生日プレゼントは何ですか？,2.689655172413793,3.0,1.0386615107869108
276,あなたの初恋の相手は男性でしたか，女性でしたか？,6.0,6.5,1.3390681268239724
277,あなたが一番感銘を受けた本は何ですか？,2.6666666666666665,3.0,1.295438504731209
278,あなたの幼少期を過ごした場所はどこですか？,2.8666666666666667,3.0,1.3060425438846859
279,あなたの生まれ育った街には何か特別な思い出はありますか？,3.3666666666666667,3.0,1.2172137016162359
280,アイスモンブランのおいしい食べ方はありますか？,2.2413793103448274,2.0,0.786273871488314
281,アイスモンブランを初めて食べたのはいつですか？,1.9655172413793103,2.0,0.8230066229854001
282,最後に晴れて気分が良かった日はいつですか？,3.25,3.0,1.4304881321759704
283,最近の天候の影響で何か困ったことはありますか？,3.2333333333333334,3.0,1.165105688067746
284,田中さんは何の専攻をしていますか？,2.9310344827586206,3.0,1.2798167972341816
285,田中さんが通っている大学の名前は何ですか？,2.8275862068965516,2.0,1.8529699233786319
286,佐藤さんとの思い出のエピソードは何ですか？,3.6206896551724137,3.0,1.0827805840074194
288,あなたの両親と一緒に過ごした最高の思い出は何ですか？,3.7586206896551726,3.0,1.214647874129815
289,あなたの両親と最後に一緒に過ごした時間は？,4.241379310344827,4.0,1.6400168207716022
291,あなたの彼女と最後にデートしたのはいつですか？,4.166666666666667,4.0,1.2617266038997932
293,あなたの同僚の中で一番影響を受けた人は誰ですか？,3.466666666666667,3.0,1.0416609195243756
294,最近、仕事やプライベートで心を落ち着けるのが難しい瞬間はありましたか？,4.9,5.5,1.4703975535606828
295,最近のストレス発散法は何ですか？,3.0,3.0,1.0504514628777804
296,最近、ストレスによる影響で睡眠の質が低下しましたか？,4.7,5.0,1.235955584516107
297,ここ2週間で心配事が増えた最大の要因は何ですか？,5.166666666666667,5.0,1.0854312136382616
299,最近、人に当たるようなことはありましたか？,5.066666666666666,5.0,1.142692927446732
301,最近、ストレスから食事を抜くことはありますか？,4.766666666666667,5.0,0.9714309861845772
302,最近、自己否定的な思考に陥ることはありますか？,5.533333333333333,6.0,0.819307248726686
303,ここ2週間で自己否定的な感情が強くなった瞬間はありましたか？,5.5,6.0,0.9377154924749757
304,最近心が辛くて生きるのが苦痛に感じた経験はありますか？,5.633333333333334,6.0,0.9994251221140299
305,ここ2週間で自分の行動や状況に絶望感を感じたことはありますか？,5.6,6.0,1.0034423509719619
309,あなたの得意料理は何ですか？,1.9666666666666666,2.0,0.718395402284138
314,あなたは、ペットを何匹飼っていますか？,1.5666666666666667,1.0,0.6789105539243627
316,あなたの好きな色は何ですか？,1.6333333333333333,1.0,0.8087168778415268
317,あなたが留学するなら、どの国に行きたいですか？,2.1379310344827585,2.0,0.6930335969507273
318,あなたが料理するなら何を作りたいですか？,2.2333333333333334,2.0,0.6260623155792925
319,あなたが、ディナーに好んで出かけるレストランはどこですか？,2.896551724137931,3.0,1.1130661508453283
323,今週、最も辛かった経験は何ですか？,5.571428571428571,6.0,0.87891226666077
324,最近あったつらかったできごとは何ですか？,5.275862068965517,6.0,1.411598681438327
325,最近起きた困った出来事は何ですか？,3.933333333333333,4.0,1.2298957997167563
326,最近気になっている映画は何ですか？,2.107142857142857,2.0,0.5669467095138409
327,あなたが最後に参加したイベントは何ですか？,2.6,2.0,0.8944271909999159
328,最近読んで面白かった本は何ですか？,2.1,2.0,0.7119666788018509
329,あなたのおすすめの本や漫画は何ですか？,1.9333333333333333,2.0,0.7396799556440672
330,あなたの好きな本や雑誌は何ですか？,2.4,2.0,1.0372377109252813
332,あなたの尊敬する人物は誰ですか？,2.6,3.0,0.7239737088005909
334,あなたの特技は何ですか？,2.310344827586207,2.0,0.8905635565617211
336,あなたのお気に入りの映画は何ですか？,2.0689655172413794,2.0,1.099708873252976
337,あなたの好きな芸術は何ですか？,2.3333333333333335,2.0,1.2685406585123125
341,最近，あなたが注目しているニュースは何ですか？,2.8,3.0,0.8469010445797932
344,あなたは，普段どのような食事を摂っていますか？,2.8,3.0,1.0305673027596214
347,どんな音楽をよく聴きますか？,1.8333333333333333,2.0,0.7914775938769179
350,あなたが、旅行をする上で、楽しいと感じることは何ですか？,2.7586206896551726,3.0,0.8724011370019897
351,あなたが、映画を観る上で、ワクワクすると感じる瞬間は何ですか？,2.533333333333333,3.0,0.9371024061116425
353,あなたは、一緒に生活している家族に対してどのような印象を持っていますか？,4.466666666666667,4.0,0.9732042112432565
354,あなたは，あなたと一緒に遊んだり過ごしたりする友人たちにどのような印象を抱いていますか？,4.266666666666667,4.0,1.112106833535071
356,あなたが選んだ趣味やスポーツについて、どのくらい楽しんでいますか？,2.5714285714285716,3.0,0.6341264874742278
357,あなたが購入した最新のガジェットについて、どのくらい満足していますか？,3.1379310344827585,3.0,1.2456821978060995
358,あなたが選んだ住まいの地域について、どの程度満足していますか？,3.5,3.0,1.408104619937615
360,あなたにとって，理想的な生活環境はどのようなものですか？,3.1666666666666665,3.0,1.1768846465411842
361,あなたにとって，理想的なパートナーの性格はどのようなものですか？,4.166666666666667,4.0,1.5331584108120329
362,自分の料理やベーキングが人から褒められた時、どんな感じますか？,3.0689655172413794,3.0,0.8422348876123157
363,あなたは、自分のスポーツのパフォーマンスを他の人から褒められた時に、どう感じますか？,3.5,3.0,1.042212500669477
365,あなたのフィットネスや健康に関する目標は何ですか？,3.5357142857142856,3.0,1.231745008999739
368,あなたが最初のバイト先に応募した理由は何ですか？,3.2,3.0,1.1566896880679618
369,あなたが達成したい目標のために，何を努力してきましたか？,3.966666666666667,4.0,1.0661996103898193
370,ストレスフルな状況を克服するために，あなたが取り組んだ行動は何ですか？,4.533333333333333,5.0,1.1366415543118709
371,日々の仕事で、なかなか改善できない苦手な部分は何ですか？,4.9,5.0,0.959525744924238
372,あなたの友人で、改善するのが難しい小さな欠点は何ですか？,5.724137931034483,6.0,0.8822273647720916
374,あなた自身の中で、一番自信がないところは何ですか？,5.4,6.0,0.9684683962230046
377,これまでに一番成功したと感じた経験は何ですか？,3.5357142857142856,3.5,1.1049431980420854
